state,district,soil_type,season,irrigation_available,land_area,climate_zone,label_crop
Gujarat,Surat,Clay,Rabi,0,9.1,Humid,Gram
Karnataka,Belgaum,Alluvial,Zaid,1,23.1,Semi-arid,Maize
Maharashtra,Aurangabad,Sandy,Rabi,1,7.2,Semi-arid,Gram
Maharashtra,Aurangabad,Clay,Zaid,1,1.4,Semi-arid,Onion
Karnataka,Mysore,Black,Kharif,1,11.6,Humid,Jowar
Maharashtra,Pune,Alluvial,Kharif,1,24.0,Semi-arid,Rice
Maharashtra,Solapur,Clay,Kharif,1,23.1,Arid,Rice
Karnataka,Mysore,Black,Zaid,1,19.7,Humid,Sunflower
Karnataka,Hubli,Black,Zaid,1,6.2,Semi-arid,Sunflower
Maharashtra,Solapur,Clay,Kharif,1,7.3,Arid,Rice
Gujarat,Ahmedabad,Red,Zaid,1,1.4,Arid,Maize
Gujarat,Ahmedabad,Loamy,Kharif,0,14.0,Arid,Cotton
Maharashtra,Aurangabad,Alluvial,Kharif,0,15.5,Semi-arid,Rice
Gujarat,Junagadh,Loamy,Kharif,1,23.6,Arid,Sunflower
Karnataka,Gulbarga,Loamy,Kharif,1,17.1,Semi-arid,Cotton
Maharashtra,Kolhapur,Sandy,Kharif,0,2.2,Humid,Groundnut
Maharashtra,Pune,Red,Zaid,1,6.2,Semi-arid,Maize
Karnataka,Hubli,Alluvial,Zaid,0,16.1,Semi-arid,Maize
Karnataka,Hubli,Loamy,Rabi,1,8.5,Semi-arid,Sunflower
Maharashtra,Satara,Red,Kharif,1,19.7,Humid,Sunflower
Maharashtra,Solapur,Black,Kharif,1,15.6,Arid,Jowar
Maharashtra,Satara,Black,Kharif,1,15.3,Humid,Soybean
Maharashtra,Pune,Red,Rabi,0,2.8,Semi-arid,Sunflower
Maharashtra,Nagpur,Sandy,Zaid,1,2.5,Sub-humid,Groundnut
Gujarat,Ahmedabad,Alluvial,Kharif,1,9.7,Arid,Maize
Maharashtra,Solapur,Clay,Rabi,1,23.9,Arid,Gram
Maharashtra,Nagpur,Black,Kharif,1,11.2,Sub-humid,Soybean
Maharashtra,Nagpur,Black,Kharif,1,19.9,Sub-humid,Soybean
Karnataka,Hubli,Red,Kharif,0,17.8,Semi-arid,Sunflower
Karnataka,Belgaum,Loamy,Kharif,1,10.0,Semi-arid,Cotton
Gujarat,Rajkot,Laterite,Rabi,0,5.7,Semi-arid,Onion
Karnataka,Belgaum,Clay,Rabi,1,22.3,Semi-arid,Gram
Maharashtra,Kolhapur,Red,Rabi,1,22.3,Humid,Sunflower
Karnataka,Mysore,Alluvial,Kharif,0,14.9,Humid,Maize
Gujarat,Vadodara,Red,Zaid,1,24.0,Semi-arid,Groundnut
Maharashtra,Nashik,Clay,Rabi,0,21.5,Semi-arid,Gram
Gujarat,Junagadh,Alluvial,Zaid,1,0.7,Arid,Onion
Maharashtra,Solapur,Loamy,Kharif,1,14.9,Arid,Maize
Karnataka,Mysore,Loamy,Rabi,1,1.7,Humid,Sunflower
Gujarat,Surat,Clay,Kharif,1,3.1,Humid,Rice
Gujarat,Surat,Loamy,Zaid,1,16.7,Humid,Maize
Gujarat,Ahmedabad,Black,Zaid,1,20.4,Arid,Sunflower
Maharashtra,Pune,Laterite,Kharif,0,22.8,Semi-arid,Groundnut
Maharashtra,Nashik,Red,Zaid,1,10.1,Semi-arid,Maize
Karnataka,Belgaum,Red,Rabi,1,6.7,Semi-arid,Sunflower
Maharashtra,Solapur,Laterite,Zaid,1,20.4,Arid,Groundnut
Gujarat,Rajkot,Sandy,Kharif,1,9.6,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Red,Rabi,0,17.5,Semi-arid,Sunflower
Gujarat,Surat,Red,Kharif,1,12.5,Humid,Sunflower
Maharashtra,Nagpur,Black,Kharif,1,24.0,Sub-humid,Cotton
Karnataka,Mysore,Alluvial,Kharif,1,21.8,Humid,Rice
Maharashtra,Nagpur,Loamy,Kharif,1,6.9,Sub-humid,Sunflower
Maharashtra,Aurangabad,Loamy,Kharif,1,13.7,Semi-arid,Maize
Gujarat,Rajkot,Red,Kharif,1,3.4,Semi-arid,Cotton
Gujarat,Vadodara,Laterite,Rabi,0,4.0,Semi-arid,Sunflower
Gujarat,Surat,Black,Kharif,1,13.9,Humid,Soybean
Maharashtra,Pune,Sandy,Zaid,1,11.3,Semi-arid,Groundnut
Gujarat,Surat,Clay,Zaid,1,5.1,Humid,Groundnut
Maharashtra,Nashik,Black,Zaid,1,9.5,Semi-arid,Sunflower
Karnataka,Gulbarga,Red,Rabi,1,4.3,Semi-arid,Sunflower
Maharashtra,Nashik,Laterite,Kharif,0,1.5,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Loamy,Rabi,1,20.5,Semi-arid,Sunflower
Karnataka,Belgaum,Loamy,Rabi,1,7.6,Semi-arid,Sunflower
Maharashtra,Aurangabad,Loamy,Rabi,0,11.1,Semi-arid,Gram
Maharashtra,Aurangabad,Loamy,Zaid,0,17.2,Semi-arid,Maize
Karnataka,Belgaum,Alluvial,Rabi,1,5.7,Semi-arid,Onion
Gujarat,Surat,Loamy,Rabi,1,0.9,Humid,Gram
Gujarat,Surat,Alluvial,Rabi,1,19.9,Humid,Wheat
Karnataka,Hubli,Red,Rabi,1,23.0,Semi-arid,Sunflower
Maharashtra,Kolhapur,Clay,Zaid,0,20.3,Humid,Groundnut
Maharashtra,Ahmednagar,Red,Rabi,0,6.0,Semi-arid,Sunflower
Karnataka,Gulbarga,Clay,Zaid,1,9.7,Semi-arid,Maize
Gujarat,Junagadh,Loamy,Zaid,0,19.7,Arid,Maize
Maharashtra,Ahmednagar,Loamy,Kharif,1,21.1,Semi-arid,Sunflower
Maharashtra,Nagpur,Loamy,Kharif,1,0.8,Sub-humid,Maize
Gujarat,Ahmedabad,Laterite,Kharif,1,1.8,Arid,Groundnut
Maharashtra,Nagpur,Sandy,Kharif,1,18.2,Sub-humid,Groundnut
Maharashtra,Ahmednagar,Alluvial,Kharif,1,15.8,Semi-arid,Maize
Karnataka,Gulbarga,Sandy,Kharif,1,12.0,Semi-arid,Groundnut
Gujarat,Vadodara,Black,Kharif,1,16.7,Semi-arid,Soybean
Karnataka,Hubli,Alluvial,Kharif,1,22.1,Semi-arid,Rice
Karnataka,Gulbarga,Loamy,Kharif,1,19.7,Semi-arid,Sunflower
Karnataka,Hubli,Clay,Kharif,0,3.7,Semi-arid,Rice
Gujarat,Ahmedabad,Alluvial,Zaid,1,9.5,Arid,Maize
Gujarat,Surat,Sandy,Zaid,0,22.9,Humid,Groundnut
Karnataka,Mysore,Alluvial,Kharif,1,19.2,Humid,Rice
Gujarat,Junagadh,Alluvial,Rabi,1,2.7,Arid,Onion
Karnataka,Belgaum,Loamy,Rabi,1,14.0,Semi-arid,Gram
Gujarat,Rajkot,Clay,Rabi,1,13.5,Semi-arid,Wheat
Karnataka,Bangalore Rural,Alluvial,Zaid,1,3.0,Semi-arid,Onion
Karnataka,Belgaum,Sandy,Rabi,0,14.6,Semi-arid,Wheat
Karnataka,Hubli,Black,Zaid,1,2.9,Semi-arid,Sunflower
Karnataka,Belgaum,Sandy,Kharif,1,7.5,Semi-arid,Groundnut
Maharashtra,Nagpur,Laterite,Zaid,0,5.8,Sub-humid,Groundnut
Maharashtra,Solapur,Loamy,Kharif,0,10.4,Arid,Sunflower
Maharashtra,Satara,Black,Kharif,1,4.6,Humid,Cotton
Karnataka,Bangalore Rural,Black,Zaid,1,11.6,Semi-arid,Sunflower
Gujarat,Vadodara,Alluvial,Kharif,1,13.7,Semi-arid,Rice
Gujarat,Rajkot,Clay,Zaid,1,16.5,Semi-arid,Maize
Karnataka,Gulbarga,Alluvial,Kharif,1,12.4,Semi-arid,Maize
Karnataka,Belgaum,Sandy,Rabi,1,18.2,Semi-arid,Sunflower
Maharashtra,Kolhapur,Red,Rabi,0,18.8,Humid,Sunflower
Maharashtra,Satara,Loamy,Kharif,0,16.2,Humid,Maize
Karnataka,Bangalore Rural,Laterite,Zaid,1,24.7,Semi-arid,Groundnut
Maharashtra,Nashik,Laterite,Kharif,1,3.9,Semi-arid,Groundnut
Gujarat,Rajkot,Black,Zaid,0,1.6,Semi-arid,Sunflower
Gujarat,Rajkot,Red,Zaid,0,11.7,Semi-arid,Groundnut
Karnataka,Hubli,Loamy,Zaid,1,22.9,Semi-arid,Sunflower
Maharashtra,Pune,Laterite,Zaid,1,21.0,Semi-arid,Groundnut
Maharashtra,Nagpur,Laterite,Kharif,1,23.2,Sub-humid,Tur
Karnataka,Belgaum,Laterite,Rabi,1,5.8,Semi-arid,Gram
Gujarat,Surat,Black,Zaid,0,14.5,Humid,Sunflower
Maharashtra,Aurangabad,Sandy,Zaid,1,1.2,Semi-arid,Groundnut
Maharashtra,Nashik,Black,Kharif,1,13.2,Semi-arid,Cotton
Gujarat,Vadodara,Black,Zaid,1,3.9,Semi-arid,Sunflower
Gujarat,Junagadh,Sandy,Kharif,1,16.9,Arid,Groundnut
Karnataka,Belgaum,Sandy,Zaid,1,13.8,Semi-arid,Groundnut
Gujarat,Vadodara,Laterite,Kharif,1,4.5,Semi-arid,Tur
Maharashtra,Aurangabad,Alluvial,Kharif,0,8.9,Semi-arid,Maize
Karnataka,Hubli,Sandy,Rabi,0,12.3,Semi-arid,Onion
Gujarat,Junagadh,Laterite,Zaid,1,13.8,Arid,Groundnut
Gujarat,Rajkot,Alluvial,Rabi,1,7.7,Semi-arid,Gram
Maharashtra,Satara,Sandy,Zaid,1,23.8,Humid,Groundnut
Gujarat,Rajkot,Loamy,Zaid,1,11.1,Semi-arid,Maize
Karnataka,Gulbarga,Red,Rabi,0,6.3,Semi-arid,Sunflower
Karnataka,Mysore,Clay,Kharif,1,15.0,Humid,Rice
Maharashtra,Kolhapur,Sandy,Zaid,1,19.9,Humid,Groundnut
Maharashtra,Satara,Alluvial,Rabi,1,14.0,Humid,Gram
Maharashtra,Ahmednagar,Laterite,Rabi,0,1.1,Semi-arid,Gram
Gujarat,Surat,Loamy,Kharif,1,15.8,Humid,Cotton
Gujarat,Vadodara,Alluvial,Rabi,1,5.2,Semi-arid,Gram
Karnataka,Belgaum,Loamy,Zaid,1,4.2,Semi-arid,Maize
Maharashtra,Kolhapur,Black,Zaid,0,2.6,Humid,Sunflower
Maharashtra,Aurangabad,Loamy,Zaid,0,13.4,Semi-arid,Maize
Gujarat,Rajkot,Clay,Zaid,1,21.4,Semi-arid,Onion
Maharashtra,Kolhapur,Red,Zaid,1,21.4,Humid,Maize
Maharashtra,Aurangabad,Sandy,Zaid,0,10.9,Semi-arid,Groundnut
Maharashtra,Pune,Black,Rabi,0,13.4,Semi-arid,Gram
Maharashtra,Ahmednagar,Red,Rabi,1,12.8,Semi-arid,Sunflower
Gujarat,Vadodara,Black,Rabi,1,7.1,Semi-arid,Sunflower
Karnataka,Mysore,Black,Zaid,1,10.6,Humid,Sunflower
Gujarat,Surat,Laterite,Rabi,0,10.2,Humid,Gram
Maharashtra,Kolhapur,Loamy,Zaid,0,4.1,Humid,Sunflower
Gujarat,Junagadh,Black,Rabi,0,19.8,Arid,Wheat
Maharashtra,Solapur,Laterite,Kharif,0,3.4,Arid,Tur
Gujarat,Rajkot,Laterite,Zaid,1,1.9,Semi-arid,Groundnut
Gujarat,Junagadh,Clay,Kharif,1,23.5,Arid,Rice
Karnataka,Mysore,Laterite,Zaid,1,20.1,Humid,Groundnut
Gujarat,Vadodara,Red,Zaid,1,18.1,Semi-arid,Maize
Karnataka,Bangalore Rural,Red,Kharif,0,17.8,Semi-arid,Groundnut
Maharashtra,Satara,Laterite,Zaid,1,20.8,Humid,Groundnut
Maharashtra,Kolhapur,Alluvial,Kharif,1,21.3,Humid,Rice
Maharashtra,Aurangabad,Loamy,Rabi,1,18.3,Semi-arid,Gram
Karnataka,Belgaum,Loamy,Kharif,1,20.7,Semi-arid,Maize
Karnataka,Hubli,Loamy,Zaid,1,18.4,Semi-arid,Sunflower
Gujarat,Ahmedabad,Black,Kharif,0,20.5,Arid,Sunflower
Maharashtra,Solapur,Clay,Rabi,1,1.4,Arid,Gram
Karnataka,Hubli,Alluvial,Zaid,1,23.1,Semi-arid,Maize
Karnataka,Bangalore Rural,Red,Kharif,1,8.1,Semi-arid,Groundnut
Karnataka,Mysore,Clay,Rabi,1,23.1,Humid,Wheat
Gujarat,Surat,Laterite,Kharif,1,14.5,Humid,Tur
Gujarat,Vadodara,Laterite,Rabi,1,6.3,Semi-arid,Wheat
Gujarat,Rajkot,Black,Rabi,0,18.5,Semi-arid,Sunflower
Gujarat,Vadodara,Clay,Kharif,1,8.4,Semi-arid,Rice
Gujarat,Vadodara,Sandy,Rabi,0,18.8,Semi-arid,Onion
Karnataka,Mysore,Clay,Zaid,1,5.4,Humid,Groundnut
Maharashtra,Ahmednagar,Red,Kharif,1,10.8,Semi-arid,Cotton
Gujarat,Ahmedabad,Alluvial,Kharif,1,16.0,Arid,Rice
Gujarat,Rajkot,Laterite,Kharif,0,21.1,Semi-arid,Groundnut
Gujarat,Ahmedabad,Loamy,Kharif,1,24.5,Arid,Sunflower
Karnataka,Gulbarga,Loamy,Zaid,1,3.9,Semi-arid,Maize
Gujarat,Vadodara,Loamy,Zaid,0,7.3,Semi-arid,Sunflower
Gujarat,Junagadh,Laterite,Kharif,1,15.2,Arid,Tur
Gujarat,Vadodara,Sandy,Kharif,1,21.6,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Sandy,Zaid,0,7.1,Semi-arid,Groundnut
Gujarat,Vadodara,Red,Zaid,0,22.1,Semi-arid,Groundnut
Maharashtra,Aurangabad,Clay,Zaid,1,19.1,Semi-arid,Sunflower
Gujarat,Vadodara,Clay,Rabi,0,21.6,Semi-arid,Wheat
Maharashtra,Solapur,Red,Kharif,1,24.4,Arid,Cotton
Maharashtra,Nagpur,Red,Rabi,0,19.3,Sub-humid,Sunflower
Maharashtra,Nashik,Black,Zaid,1,20.2,Semi-arid,Sunflower
Maharashtra,Pune,Clay,Kharif,1,2.7,Semi-arid,Rice
Karnataka,Gulbarga,Laterite,Kharif,1,16.5,Semi-arid,Tur
Gujarat,Surat,Alluvial,Rabi,0,12.8,Humid,Gram
Karnataka,Hubli,Loamy,Zaid,0,9.7,Semi-arid,Sunflower
Karnataka,Hubli,Sandy,Zaid,0,17.1,Semi-arid,Groundnut
Gujarat,Rajkot,Sandy,Zaid,1,8.9,Semi-arid,Groundnut
Gujarat,Vadodara,Clay,Rabi,0,15.5,Semi-arid,Wheat
Maharashtra,Solapur,Loamy,Zaid,1,0.5,Arid,Maize
Karnataka,Hubli,Alluvial,Rabi,1,7.0,Semi-arid,Onion
Maharashtra,Solapur,Clay,Zaid,1,13.8,Arid,Onion
Gujarat,Surat,Red,Zaid,1,14.9,Humid,Maize
Gujarat,Rajkot,Sandy,Zaid,0,19.9,Semi-arid,Groundnut
Karnataka,Gulbarga,Alluvial,Zaid,1,24.0,Semi-arid,Maize
Karnataka,Belgaum,Black,Rabi,0,8.7,Semi-arid,Sunflower
Maharashtra,Aurangabad,Laterite,Rabi,0,11.1,Semi-arid,Gram
Karnataka,Bangalore Rural,Sandy,Rabi,1,8.3,Semi-arid,Wheat
Maharashtra,Aurangabad,Alluvial,Kharif,1,14.8,Semi-arid,Maize
Gujarat,Ahmedabad,Loamy,Rabi,1,13.8,Arid,Sunflower
Gujarat,Junagadh,Laterite,Rabi,1,21.2,Arid,Onion
Karnataka,Hubli,Red,Zaid,1,16.8,Semi-arid,Sunflower
Maharashtra,Solapur,Laterite,Kharif,0,19.7,Arid,Tur
Gujarat,Ahmedabad,Laterite,Zaid,1,8.1,Arid,Groundnut
Maharashtra,Nashik,Red,Rabi,0,5.6,Semi-arid,Sunflower
Maharashtra,Pune,Sandy,Rabi,0,23.5,Semi-arid,Gram
Karnataka,Belgaum,Red,Kharif,1,8.7,Semi-arid,Cotton
Maharashtra,Satara,Alluvial,Zaid,0,11.3,Humid,Maize
Gujarat,Surat,Clay,Rabi,1,2.8,Humid,Gram
Gujarat,Vadodara,Black,Rabi,1,16.9,Semi-arid,Wheat
Gujarat,Rajkot,Alluvial,Zaid,1,13.8,Semi-arid,Onion
Karnataka,Bangalore Rural,Red,Kharif,1,10.8,Semi-arid,Tur
Gujarat,Surat,Red,Kharif,0,4.8,Humid,Sunflower
Maharashtra,Nashik,Laterite,Kharif,0,20.2,Semi-arid,Tur
Maharashtra,Solapur,Loamy,Zaid,0,11.4,Arid,Sunflower
Gujarat,Surat,Clay,Rabi,1,22.8,Humid,Gram
Karnataka,Gulbarga,Red,Kharif,1,17.1,Semi-arid,Tur
Gujarat,Vadodara,Laterite,Rabi,0,23.3,Semi-arid,Gram
Maharashtra,Nagpur,Sandy,Kharif,1,12.8,Sub-humid,Groundnut
Karnataka,Belgaum,Loamy,Kharif,0,14.4,Semi-arid,Sunflower
Maharashtra,Aurangabad,Black,Rabi,1,16.6,Semi-arid,Sunflower
Gujarat,Rajkot,Black,Zaid,1,24.0,Semi-arid,Sunflower
Gujarat,Rajkot,Red,Kharif,1,22.4,Semi-arid,Tur
Maharashtra,Pune,Red,Rabi,1,20.9,Semi-arid,Sunflower
Maharashtra,Pune,Laterite,Rabi,0,14.1,Semi-arid,Gram
Maharashtra,Solapur,Laterite,Rabi,1,11.5,Arid,Wheat
Maharashtra,Nagpur,Black,Zaid,1,17.1,Sub-humid,Sunflower
Karnataka,Mysore,Red,Zaid,1,10.4,Humid,Sunflower
Maharashtra,Solapur,Sandy,Rabi,1,15.9,Arid,Onion
Karnataka,Bangalore Rural,Red,Zaid,1,21.5,Semi-arid,Groundnut
Maharashtra,Pune,Loamy,Rabi,0,23.5,Semi-arid,Gram
Karnataka,Hubli,Red,Rabi,1,11.4,Semi-arid,Sunflower
Karnataka,Mysore,Sandy,Rabi,1,8.6,Humid,Sunflower
Maharashtra,Nagpur,Sandy,Zaid,1,19.4,Sub-humid,Groundnut
Maharashtra,Nashik,Laterite,Zaid,1,15.4,Semi-arid,Groundnut
Maharashtra,Nashik,Laterite,Kharif,1,19.3,Semi-arid,Tur
Gujarat,Ahmedabad,Laterite,Kharif,1,19.8,Arid,Tur
Maharashtra,Satara,Sandy,Rabi,0,13.0,Humid,Onion
Maharashtra,Aurangabad,Sandy,Zaid,1,18.4,Semi-arid,Groundnut
Gujarat,Rajkot,Red,Kharif,0,4.0,Semi-arid,Maize
Karnataka,Belgaum,Red,Rabi,1,22.6,Semi-arid,Sunflower
Maharashtra,Satara,Clay,Kharif,1,12.5,Humid,Rice
Karnataka,Belgaum,Sandy,Zaid,0,5.6,Semi-arid,Groundnut
Karnataka,Gulbarga,Red,Rabi,1,20.1,Semi-arid,Sunflower
Gujarat,Vadodara,Laterite,Zaid,1,15.7,Semi-arid,Groundnut
Karnataka,Mysore,Laterite,Kharif,1,24.4,Humid,Groundnut
Gujarat,Junagadh,Loamy,Kharif,1,11.4,Arid,Maize
Karnataka,Bangalore Rural,Clay,Zaid,1,6.6,Semi-arid,Maize
Maharashtra,Kolhapur,Sandy,Kharif,0,14.5,Humid,Groundnut
Karnataka,Mysore,Red,Rabi,1,19.6,Humid,Sunflower
Gujarat,Rajkot,Clay,Zaid,0,11.4,Semi-arid,Sunflower
Maharashtra,Kolhapur,Loamy,Kharif,1,10.4,Humid,Soybean
Maharashtra,Ahmednagar,Alluvial,Rabi,1,12.9,Semi-arid,Gram
Karnataka,Gulbarga,Red,Rabi,0,17.3,Semi-arid,Sunflower
Karnataka,Hubli,Laterite,Zaid,1,4.5,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Alluvial,Rabi,0,24.2,Semi-arid,Wheat
Gujarat,Rajkot,Red,Rabi,0,16.9,Semi-arid,Sunflower
Gujarat,Surat,Laterite,Zaid,1,8.3,Humid,Groundnut
Maharashtra,Nagpur,Black,Zaid,1,11.8,Sub-humid,Sunflower
Karnataka,Mysore,Loamy,Kharif,0,8.0,Humid,Cotton
Karnataka,Hubli,Alluvial,Kharif,1,22.2,Semi-arid,Rice
Gujarat,Ahmedabad,Alluvial,Rabi,1,9.0,Arid,Onion
Karnataka,Belgaum,Loamy,Rabi,0,10.3,Semi-arid,Sunflower
Maharashtra,Aurangabad,Laterite,Rabi,1,9.2,Semi-arid,Onion
Karnataka,Bangalore Rural,Alluvial,Zaid,1,6.1,Semi-arid,Maize
Karnataka,Mysore,Laterite,Rabi,0,15.5,Humid,Gram
Gujarat,Vadodara,Alluvial,Zaid,1,24.9,Semi-arid,Maize
Maharashtra,Ahmednagar,Clay,Rabi,0,24.3,Semi-arid,Gram
Karnataka,Belgaum,Black,Zaid,1,22.8,Semi-arid,Sunflower
Karnataka,Belgaum,Black,Rabi,1,15.3,Semi-arid,Gram
Karnataka,Mysore,Sandy,Rabi,1,3.3,Humid,Wheat
Gujarat,Ahmedabad,Loamy,Kharif,1,17.3,Arid,Maize
Maharashtra,Aurangabad,Sandy,Zaid,1,3.8,Semi-arid,Groundnut
Maharashtra,Nagpur,Black,Kharif,1,1.3,Sub-humid,Sunflower
Gujarat,Surat,Laterite,Rabi,0,19.8,Humid,Onion
Gujarat,Ahmedabad,Alluvial,Rabi,1,16.7,Arid,Onion
Maharashtra,Ahmednagar,Red,Zaid,1,17.4,Semi-arid,Maize
Gujarat,Rajkot,Laterite,Rabi,1,9.2,Semi-arid,Gram
Gujarat,Surat,Black,Rabi,0,4.0,Humid,Wheat
Maharashtra,Kolhapur,Black,Kharif,0,9.9,Humid,Sunflower
Gujarat,Rajkot,Loamy,Kharif,1,0.9,Semi-arid,Maize
Karnataka,Mysore,Laterite,Rabi,1,2.3,Humid,Onion
Maharashtra,Satara,Loamy,Zaid,0,23.2,Humid,Sunflower
Karnataka,Hubli,Red,Kharif,1,22.2,Semi-arid,Sunflower
Maharashtra,Solapur,Red,Zaid,1,7.9,Arid,Groundnut
Karnataka,Gulbarga,Loamy,Rabi,0,11.5,Semi-arid,Gram
Gujarat,Surat,Red,Zaid,1,20.3,Humid,Maize
Maharashtra,Ahmednagar,Loamy,Zaid,0,18.7,Semi-arid,Maize
Gujarat,Surat,Loamy,Zaid,1,24.4,Humid,Sunflower
Gujarat,Vadodara,Clay,Kharif,1,6.1,Semi-arid,Rice
Gujarat,Rajkot,Laterite,Rabi,0,3.0,Semi-arid,Sunflower
Maharashtra,Solapur,Sandy,Rabi,1,13.0,Arid,Gram
Maharashtra,Solapur,Clay,Rabi,1,2.9,Arid,Wheat
Karnataka,Mysore,Clay,Zaid,1,3.8,Humid,Maize
Gujarat,Surat,Alluvial,Rabi,0,14.0,Humid,Onion
Gujarat,Surat,Clay,Kharif,0,5.7,Humid,Rice
Karnataka,Mysore,Clay,Kharif,1,4.1,Humid,Rice
Maharashtra,Aurangabad,Red,Zaid,0,19.5,Semi-arid,Sunflower
Karnataka,Belgaum,Black,Rabi,1,2.6,Semi-arid,Gram
Maharashtra,Nagpur,Loamy,Kharif,1,20.4,Sub-humid,Soybean
Maharashtra,Aurangabad,Alluvial,Rabi,1,3.1,Semi-arid,Wheat
Maharashtra,Nashik,Alluvial,Zaid,1,6.8,Semi-arid,Maize
Karnataka,Belgaum,Black,Zaid,0,23.3,Semi-arid,Sunflower
Maharashtra,Nashik,Loamy,Kharif,1,19.2,Semi-arid,Soybean
Maharashtra,Nashik,Laterite,Rabi,0,20.3,Semi-arid,Wheat
Maharashtra,Solapur,Clay,Zaid,1,20.1,Arid,Groundnut
Karnataka,Gulbarga,Sandy,Zaid,1,7.2,Semi-arid,Groundnut
Karnataka,Mysore,Clay,Kharif,1,6.7,Humid,Rice
Karnataka,Mysore,Sandy,Rabi,1,4.8,Humid,Sunflower
Maharashtra,Solapur,Laterite,Kharif,1,6.4,Arid,Groundnut
Karnataka,Mysore,Clay,Zaid,1,20.5,Humid,Sunflower
Maharashtra,Pune,Clay,Kharif,1,3.3,Semi-arid,Rice
Gujarat,Ahmedabad,Alluvial,Zaid,0,9.8,Arid,Maize
Gujarat,Junagadh,Red,Kharif,1,20.6,Arid,Tur
Maharashtra,Ahmednagar,Alluvial,Rabi,1,15.2,Semi-arid,Gram
Maharashtra,Solapur,Alluvial,Rabi,1,10.5,Arid,Gram
Gujarat,Junagadh,Red,Zaid,0,16.9,Arid,Sunflower
Karnataka,Mysore,Laterite,Zaid,1,14.4,Humid,Groundnut
Karnataka,Mysore,Sandy,Kharif,1,22.7,Humid,Groundnut
Karnataka,Mysore,Laterite,Zaid,1,16.5,Humid,Groundnut
Maharashtra,Nashik,Clay,Kharif,1,5.5,Semi-arid,Rice
Karnataka,Gulbarga,Black,Rabi,1,23.3,Semi-arid,Gram
Maharashtra,Aurangabad,Loamy,Zaid,1,24.1,Semi-arid,Maize
Maharashtra,Aurangabad,Red,Kharif,0,17.7,Semi-arid,Sunflower
Gujarat,Surat,Black,Zaid,0,6.2,Humid,Sunflower
Karnataka,Gulbarga,Loamy,Kharif,1,18.8,Semi-arid,Soybean
Karnataka,Gulbarga,Sandy,Kharif,1,4.7,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Red,Kharif,1,5.0,Semi-arid,Cotton
Maharashtra,Nagpur,Laterite,Zaid,1,9.3,Sub-humid,Groundnut
Gujarat,Surat,Clay,Kharif,1,5.0,Humid,Rice
Maharashtra,Nagpur,Black,Rabi,0,6.5,Sub-humid,Wheat
Maharashtra,Kolhapur,Clay,Kharif,0,1.1,Humid,Rice
Karnataka,Bangalore Rural,Black,Zaid,0,2.6,Semi-arid,Sunflower
Gujarat,Junagadh,Black,Rabi,1,10.3,Arid,Gram
Karnataka,Mysore,Black,Kharif,0,14.8,Humid,Sunflower
Karnataka,Bangalore Rural,Loamy,Zaid,1,17.3,Semi-arid,Maize
Gujarat,Rajkot,Clay,Rabi,0,19.1,Semi-arid,Wheat
Karnataka,Belgaum,Sandy,Zaid,0,2.9,Semi-arid,Groundnut
Maharashtra,Solapur,Loamy,Rabi,1,17.2,Arid,Wheat
Karnataka,Belgaum,Sandy,Kharif,1,15.0,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Alluvial,Kharif,1,5.7,Semi-arid,Maize
Karnataka,Hubli,Alluvial,Zaid,1,12.4,Semi-arid,Onion
Karnataka,Gulbarga,Black,Zaid,0,23.3,Semi-arid,Sunflower
Maharashtra,Satara,Black,Rabi,1,14.6,Humid,Gram
Gujarat,Surat,Clay,Rabi,0,7.3,Humid,Gram
Gujarat,Vadodara,Red,Kharif,1,4.5,Semi-arid,Sunflower
Maharashtra,Nashik,Alluvial,Kharif,0,22.3,Semi-arid,Maize
Maharashtra,Satara,Black,Kharif,1,13.3,Humid,Cotton
Maharashtra,Nashik,Sandy,Rabi,1,2.3,Semi-arid,Sunflower
Gujarat,Vadodara,Sandy,Rabi,1,22.8,Semi-arid,Sunflower
Maharashtra,Kolhapur,Sandy,Kharif,1,6.0,Humid,Groundnut
Gujarat,Junagadh,Clay,Kharif,1,24.6,Arid,Rice
Karnataka,Bangalore Rural,Sandy,Zaid,1,19.0,Semi-arid,Groundnut
Gujarat,Ahmedabad,Loamy,Kharif,1,13.9,Arid,Maize
Karnataka,Gulbarga,Red,Kharif,1,15.0,Semi-arid,Cotton
Gujarat,Surat,Laterite,Rabi,1,20.1,Humid,Wheat
Karnataka,Hubli,Red,Rabi,0,7.4,Semi-arid,Sunflower
Maharashtra,Kolhapur,Laterite,Kharif,1,24.2,Humid,Tur
Gujarat,Rajkot,Laterite,Kharif,0,17.4,Semi-arid,Tur
Karnataka,Gulbarga,Red,Rabi,0,7.8,Semi-arid,Sunflower
Gujarat,Surat,Alluvial,Zaid,1,20.8,Humid,Onion
Karnataka,Belgaum,Clay,Zaid,0,2.2,Semi-arid,Maize
Karnataka,Hubli,Black,Zaid,1,11.6,Semi-arid,Sunflower
